,date,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600276.SH,X000063.SZ,X600690.SH,X600031.SH,X002241.SZ,X000338.SZ,X000157.SZ,X600703.SH,X600741.SH,X002236.SZ,X000100.SZ,X002475.SZ,X601877.SH,X000568.SZ,X300124.SZ
2373,2024-07-15,0.00573253243512984,0.00814880247149273,0.0134572577974122,0.0100165311274379,0.00797011654432724,0.0122823614806445,0.0102129100781668,0.0264731508623482,0.0103578162146915,0.0131490006184191,0.0132804856944731,0.0123953167895526,0.0144726512794063,0.0141393314716587,0.0137213134651128,0.0149996784865697,0.0124324966789785,0.0171181187700578,0.0161614979756265,0.0154282309306267,0.009311072970103,0.015825596049342,0.0123276058367244
2374,2024-07-16,0.00586222521506076,0.00813256452225578,0.0134567520907936,0.010016630099409,0.00810644528317019,0.0119691518885373,0.0102388333961133,0.0274292168173652,0.0103782416508008,0.0133719356687978,0.013301543980021,0.01240867929014,0.0155974021156176,0.0146428101351786,0.0137647721275545,0.0152331992019493,0.0124317681540169,0.0174465616064267,0.0161500862623426,0.0154552328187849,0.00929970084227231,0.0154837614499684,0.0122753267072652
2375,2024-07-17,0.00554933544657534,0.00791393441537618,0.013487102407456,0.00971206776352058,0.00813919525370169,0.0117187394495191,0.0101630859554941,0.0274616853326181,0.0103825865779261,0.013137942993964,0.0129314780648078,0.0117706034176749,0.0156364792329461,0.0148568241383972,0.0138153717820659,0.0153258068937728,0.0124326962665062,0.0174712361302981,0.016212160101611,0.0157454279229465,0.00923242415380491,0.0144651535959183,0.0121326695754325
2376,2024-07-18,0.00541066586445459,0.00779956693629545,0.0135068638597627,0.00968622635683486,0.00759513117114592,0.0113584127440189,0.0100494791157655,0.0267834463537791,0.0103874961681888,0.0123495641714508,0.0129813168395343,0.0116316817519171,0.014858621481699,0.0147481654282743,0.0138104688128804,0.01462720879096,0.0124751256530709,0.0166401658246481,0.0162852278497974,0.0155740512541198,0.00908292944602988,0.0142935833999084,0.0121733638137213
2377,2024-07-19,0.00544286592219619,0.0078881724333621,0.0133620157211633,0.00968385014457741,0.00758885297490038,0.0116922042918894,0.0099844234667629,0.0262811896006224,0.0103896169221015,0.0118703150876927,0.0131469285210124,0.01164668761953,0.0148229340789763,0.0145725257125914,0.0136413701365837,0.0142315207577705,0.0123827123633982,0.0162435449065965,0.0161015387838995,0.0153048455508837,0.0087781077952733,0.0144356269143442,0.0119494236046283
2378,2024-07-22,0.00568656271503558,0.00802957430651082,0.0133488391517937,0.00958504799861162,0.00762299521360375,0.0117530380673725,0.00998601776748542,0.0266166068833943,0.0103162866676342,0.0116483182249208,0.0130711196966604,0.0116800520138651,0.0146760965594125,0.0146251039967944,0.0136699029794467,0.0142627207426061,0.0124046238268524,0.016108259486998,0.0161281423930243,0.0153356551357416,0.00879436877467083,0.0146073751351314,0.0119523486237071
2379,2024-07-23,0.00570314528069187,0.00838594777371598,0.0139285495452767,0.00967032429393248,0.00787001969092097,0.0121278564692682,0.010342998906132,0.0266854065184569,0.0103112615626962,0.0115968627596587,0.0131158076916561,0.0116790246629734,0.0147356453279429,0.014848073881786,0.0136577773358538,0.0146681418177652,0.0124230110759238,0.0161448388719183,0.0161369509166645,0.0157238615955068,0.00883922105230839,0.0152093151093582,0.0122761648937365
2380,2024-07-24,0.00572108007475076,0.0082444487855634,0.0143604660550406,0.00982120919777717,0.00785820851026386,0.0120929053933509,0.0104561777063039,0.0265904324551534,0.0103122461600437,0.0115298657275282,0.0131149916839449,0.0116515558800536,0.0147564817314678,0.0147461374427263,0.0133162244558211,0.0146103734555801,0.0124270516063642,0.0160179968434286,0.0161525979675684,0.0157990484528131,0.00883924157490673,0.0150266361021808,0.0124151422715421
2381,2024-07-25,0.00590803242645754,0.00786372098120546,0.0143942912848973,0.00967602782975597,0.00784791391796567,0.0120475981358233,0.0104564155717098,0.0266186499720085,0.0104009864894102,0.0114971893650337,0.0131042518034887,0.0116023882016405,0.0146146189747724,0.0146477885220181,0.0132686458524526,0.0144981285672102,0.0124221616580233,0.0158203194452327,0.0162236007404383,0.0159026864190634,0.0088851383428874,0.0149004593583937,0.0124831175141055
2382,2024-07-26,0.00590524292979619,0.00788198857604821,0.0144727272684626,0.0105732571735034,0.00791730953609385,0.012002001308303,0.0105561857449955,0.0265138884630997,0.0103945217856366,0.0110608685931911,0.0135051029278627,0.0124234775792163,0.0147318344232704,0.0147983161222924,0.0136002010197562,0.0144458334443604,0.0123460822241183,0.0157928526472528,0.0161630330939052,0.0158170595212615,0.00909610999704495,0.0148784217732037,0.0124646415966371
2383,2024-07-29,0.00588559076002316,0.00795263467747413,0.0145781425620041,0.0107264176586841,0.00797974581585869,0.0120728552149848,0.0105743734500797,0.0266232952430396,0.0101201397346503,0.0110438115646768,0.0134966298106708,0.012452875862478,0.0147381178900883,0.0155164823860289,0.0136218992243836,0.014415630038772,0.0123724010779307,0.0154756474899263,0.0161438481351839,0.0159087918626762,0.00921759527914731,0.0149583617186574,0.0132221683938695
2384,2024-07-30,0.00578699882746519,0.00771365842393258,0.0146246095411442,0.0109933775649111,0.00794350118517352,0.0117181131208989,0.0105073202565099,0.0262203630546248,0.0101205402877679,0.0110201241238039,0.0138620689199677,0.0124414219409581,0.0146249606585175,0.0152703366847607,0.0134286218840224,0.0140643853488761,0.0119994165322395,0.0154780057216625,0.0158609746739854,0.0158451110552692,0.00922698271170536,0.0147874979841186,0.012720298253539
2385,2024-07-31,0.00614292190433717,0.00780314875023735,0.0154466660668126,0.0113304279087324,0.00804646750727436,0.0125488333621761,0.0109218253222007,0.0265779315010798,0.0103743827256887,0.0113592582617458,0.0141355565163394,0.0125009928898039,0.0143397167565994,0.015269608375013,0.0142189706934308,0.0134030519154686,0.010919053949593,0.0159739937601804,0.0160944102232803,0.015832521585627,0.00883179437957732,0.0152366556649592,0.0126096989383336
2386,2024-08-01,0.00574210679894822,0.00805615290601918,0.0154964371552597,0.0110822812304999,0.00810053582002009,0.0127863825144342,0.0110726277920464,0.0247247984007143,0.0103708961189862,0.0113464506411509,0.0137275079252831,0.0122581931462576,0.0140446173060692,0.0153453908725465,0.0142008255812449,0.0133600010435925,0.0103007854781055,0.0154738666279095,0.0160901120267156,0.0159173953710029,0.00884872416693438,0.0156196955914212,0.0126661002813181
2387,2024-08-02,0.00574422330292048,0.00770673150781433,0.015517882401782,0.0100053041909226,0.00821414909078928,0.0123993881484827,0.0108820285403078,0.0247366541048733,0.010377981043151,0.0112609823725726,0.0129285743812095,0.0120602636437468,0.0138408061381931,0.0152765312530176,0.0137628778701183,0.0134560401105501,0.0102498893096068,0.0155759498833478,0.0158055010215994,0.0156440094301195,0.00879988905209816,0.0142503048986883,0.0125897224394913
2388,2024-08-05,0.0057321399298715,0.00797913609999239,0.0164310692884892,0.00999474712820099,0.00861449203270668,0.0126627160986651,0.0107755338871681,0.0248883031496364,0.0103656038902578,0.0115184952131083,0.0130344022467805,0.0120502985988971,0.0151857901915215,0.0152806617835339,0.0138360517655243,0.0140997292765424,0.00962527301665575,0.0158325932135693,0.0146457575682718,0.0173558073992033,0.00877054229348812,0.0144360042812687,0.0128883668741443
2389,2024-08-06,0.00582044467832624,0.00801895500921636,0.0164889229489803,0.0099860825958871,0.0083819018236777,0.012637383843242,0.0107364725549739,0.0238633955472829,0.0103009421896927,0.0114663049839585,0.0130679724075836,0.0121483504099971,0.014939023270053,0.0154005265459987,0.0141686615501747,0.0140349712876829,0.00878461266373297,0.0159496030661179,0.0142682964773153,0.0170399166057639,0.00880290482231882,0.0144326778006611,0.0127861887767711
2390,2024-08-07,0.00581407562055711,0.00801989722300018,0.0164715471456766,0.00998207633367866,0.00834733365932943,0.0126636040199539,0.0107626612605869,0.0241974551544023,0.0101967115856677,0.0109197851789694,0.0129187603500521,0.0115777828347514,0.0148285981096526,0.0152507087416749,0.0135301720117744,0.0137170260276048,0.00862347197952001,0.0157618928832544,0.0140926719245996,0.0170654669811041,0.00859204847352051,0.0143736707225021,0.0127937130707113
2391,2024-08-08,0.00574339825625508,0.00818478916004988,0.0164682781575566,0.00996969589874055,0.00827742401939307,0.0128271466334396,0.0108630274509881,0.023343138906435,0.00996976212294047,0.0108641377231461,0.0127992617007778,0.0116060627829405,0.0147108233113479,0.0152302622805941,0.0135259591094123,0.0136332962077208,0.00844819552488744,0.0155976218537827,0.0140682487241616,0.0167791173911506,0.00860717491687413,0.0145833901963693,0.0132043363148287
2392,2024-08-09,0.00570585718225858,0.00811151463408568,0.0165326604960708,0.00970674404836562,0.00829428643358766,0.0126720207195717,0.0105864007743349,0.0222756791995055,0.00996150594127332,0.010854905266543,0.0127165397538326,0.0116748505788031,0.0146939462825627,0.0149190549840807,0.0136320760615759,0.0136538391468116,0.00817863572248489,0.0154780941112907,0.0140922506100708,0.0168071540190531,0.00860688446554716,0.0141435818247748,0.0133402472413873
2393,2024-08-12,0.00582629864165502,0.008081558977633,0.0165172391144263,0.00961649882487101,0.00828847158492021,0.012656301778811,0.0105904183294248,0.0221784657955884,0.00991536407464289,0.0108568203747113,0.0127167952816555,0.0116347950537231,0.0146418664509143,0.0149763279514667,0.0137376645916684,0.0136687187124336,0.00818374614139576,0.0155107745699351,0.014046580928881,0.0168124240617788,0.00860164165058028,0.0141529917491537,0.013335791555171
2394,2024-08-13,0.0057987398130417,0.00807698369278264,0.0165408902331486,0.00961344721714461,0.00830896106317202,0.0127104409429274,0.0105681431541,0.0216687165007072,0.00968519427539137,0.0107754072787548,0.0126927663508785,0.011653249970153,0.01466253494781,0.0149701653681418,0.0138268982127728,0.0136526758874726,0.00765256191686477,0.0154357455951548,0.0140956957356635,0.0166364825243776,0.00862489594861434,0.0141647632552874,0.0133352989917238
2395,2024-08-14,0.00600486086961988,0.00799304380318483,0.0165527026668166,0.00958994421544252,0.00828277585451392,0.0125055888447452,0.0105640085513413,0.02163545904859,0.00966112592722875,0.0107852750003455,0.0126913858822787,0.0116527883914958,0.0146926434930243,0.0151170585302927,0.0138342546267712,0.0137563581363352,0.00671694434785996,0.0154678410804884,0.0140527991212732,0.0166805483692572,0.00867168231224045,0.0140429335250233,0.0134055393731395
2396,2024-08-15,0.00607535829167695,0.00788690721303965,0.0167897524831661,0.00956162511922711,0.00838841467900419,0.012321066789135,0.0106696234378818,0.0218578302007541,0.00952496464671913,0.0107660921734466,0.0127217525498889,0.012594729513376,0.0146923680297478,0.0151440035550839,0.0138745322382969,0.0137564812415644,0.00626073457927217,0.0155260255356759,0.0141877220009067,0.0168204581795258,0.00869065913797292,0.0138571625827716,0.0134123814692394
2397,2024-08-16,0.00607278495507614,0.00789791772245966,0.0168069481022439,0.00948780522260761,0.00836398222762609,0.012224664696051,0.0105945262035026,0.021841539949992,0.00950703549721008,0.0107298847083546,0.012491879464027,0.0126975037630068,0.0147054321459131,0.015070124705303,0.0138437963530759,0.0136093082581269,0.00638609980042861,0.0154767113740602,0.0139860247561365,0.0166520894875103,0.0085951526909561,0.0138600344540734,0.0136289385675005
2398,2024-08-19,0.0060301099075967,0.00793907426797752,0.0169650349014487,0.00950243241277435,0.00876730018214678,0.0122244495258869,0.0105963566758023,0.0218106838645778,0.00958423921550322,0.0105897560988185,0.0124210440736959,0.0129451396865523,0.0147476859943837,0.0153089264052383,0.013903946661156,0.0136659535458922,0.00638702056304902,0.0154422459495605,0.0138983223678639,0.0166539961869327,0.00859889893259867,0.0138301180985399,0.0136278011287106
2399,2024-08-20,0.00598746734785915,0.00801100082646853,0.0169061035807986,0.00951061482579162,0.00916341664063977,0.0121961512351789,0.0105989056412255,0.0216491012509619,0.00955884704715834,0.0106424058715484,0.0124166383454558,0.0130233275285946,0.0145041177530615,0.0152381663673863,0.0138511739641206,0.0138740863322061,0.00676412705976879,0.0153313221695142,0.0138904482716691,0.01624558212385,0.00824046664537501,0.0138030006908343,0.0136836759913389
2400,2024-08-21,0.00601056230184263,0.00805843491940156,0.0168634024108406,0.00942577135579989,0.0093747948786845,0.0121732220274858,0.0104875892514787,0.0212889084527742,0.00941651536368258,0.010549521884561,0.0124258084142262,0.0131483014298626,0.0144145397347601,0.0152401286165455,0.0138811269331586,0.0139323228784195,0.00706430326497664,0.0151649024907352,0.0132650541236062,0.0162876312216697,0.00823763361730195,0.0136075558870862,0.0137037902664994
2401,2024-08-22,0.0060156114777812,0.00808379335834482,0.0169490105822238,0.00936337438633197,0.00936655252153966,0.0121328652198232,0.0104062478972995,0.0216135707042428,0.009306471772538,0.0114612586484405,0.0125541396152529,0.013158189831881,0.0143548548317157,0.0151737215559044,0.0138303628526494,0.0139742924454239,0.00714905998819409,0.0151397167440855,0.013257367581731,0.0162222912921395,0.00823321334038819,0.0134757247450557,0.0136924732615189
2402,2024-08-23,0.00613150935740948,0.00823456319984041,0.0170001140603384,0.00917359299493737,0.0093753260741109,0.0121634985733666,0.0104590439043802,0.021627366481148,0.00901657994466957,0.0115166118881591,0.0124400775696564,0.0135863135726215,0.0142606939298184,0.0153786758331948,0.013484619902314,0.0138099200750683,0.00719705375623229,0.0150912383170547,0.0135193272570364,0.0161288226909724,0.00825359214003392,0.0135712083562536,0.0136214054885636
2403,2024-08-26,0.00602879232199544,0.00821998822401649,0.0165257418252885,0.00917367369461654,0.00939653211934827,0.0123494723859344,0.0104701991999305,0.0215388543571955,0.00903615496757632,0.0116235544583526,0.0124637680202732,0.0135168127635813,0.014163423729484,0.0153755784611291,0.0133633745313959,0.0136500817842361,0.00716463996349095,0.0150468289112927,0.0133223310289935,0.0161437388486787,0.00825567018870794,0.0134855788011166,0.0136208183448353
2404,2024-08-27,0.00610065411054822,0.00822932524146734,0.0166163858162499,0.00917107381544361,0.00971791208445034,0.0123989645310565,0.0104974309860904,0.0218029994997095,0.00907687753209874,0.0120965341439374,0.0125888798896521,0.0135459372977832,0.0146762021954147,0.0153259950999064,0.0133672065572002,0.0142376641353571,0.00716962820250897,0.0151014884306242,0.0135347900414243,0.0168192769698958,0.0083349447794633,0.0134906561290251,0.0135821364161434
2405,2024-08-28,0.00611258168050287,0.00838197864682572,0.0165673061462995,0.0091758726590608,0.00968033696390611,0.0126695233285332,0.0105499480697271,0.022097020918627,0.00908323463569034,0.0122135272522781,0.0126397692953119,0.0136404718403223,0.0146305443190324,0.0155239360963548,0.0134202533350361,0.0142585137412915,0.00719250760398517,0.0152112892472075,0.0135864189702522,0.0167724783834531,0.00852258897883746,0.0139794175692342,0.0137395043853758
2406,2024-08-29,0.00627120789920929,0.00890622630457048,0.0168605097297093,0.00917462553687808,0.00964859436077405,0.0127508266272199,0.0107962212353263,0.0217945543535311,0.00914643058523864,0.012205793612448,0.0126182884605168,0.0136245413954208,0.0146606358419169,0.0155459936079056,0.0134282620683254,0.0145895044413383,0.00720936705223883,0.0154932788811964,0.0136888408442419,0.0168477037261411,0.00880121247145767,0.0141394207026111,0.0143772873184754
2407,2024-08-30,0.00631436520439385,0.00966176176867627,0.0168923596944324,0.0092801504367673,0.00983046519378749,0.0129158783583836,0.0113290958650642,0.0221546215295422,0.00910071033638189,0.012223967427694,0.01293174509966,0.013799588248716,0.0153096848729275,0.0159413194302468,0.0137284605733781,0.0147385962007154,0.00721546830445083,0.0156198621056227,0.0137536175554561,0.01813380289116,0.0089836574956974,0.0151929220418924,0.0142996337770127
2408,2024-09-02,0.00683108938751164,0.0100926390110502,0.0167481956210874,0.00912729797585188,0.00984456347013735,0.0132587813211999,0.0123594273802611,0.0220404267885865,0.00850822843089312,0.0124007739222586,0.0129306759358002,0.013896890322181,0.0163579838019395,0.0157673298707793,0.0135760079120091,0.0151633705432178,0.00736029308488751,0.0157736181780215,0.0131214323240847,0.0183293594906207,0.00901774443734835,0.0160459236522094,0.0143155170650141
2409,2024-09-03,0.00701997117264173,0.0101844304613623,0.0171468244358988,0.00926601813152904,0.0098444823426359,0.0133164368350384,0.0122114472685981,0.0223143791253217,0.00853986548811183,0.0123679217008626,0.0128642220421055,0.0140394166412725,0.0162900579599948,0.0159421239272189,0.0135384336311234,0.0152886021638482,0.00728965600135038,0.0158954853333129,0.013247624606502,0.0183248140873627,0.00900886256956088,0.0161616407189087,0.0143931363711338
2410,2024-09-04,0.00698157595864712,0.0101922676043704,0.01713776719442,0.00913641243989617,0.00986386387332676,0.0132916744368949,0.0122267729679348,0.021814278455945,0.00848723913569315,0.0123753089491657,0.0128695954655539,0.0140515701317116,0.0165012210804668,0.0158719847555977,0.0134861336698091,0.0152808270092805,0.00727185413351853,0.015881028500558,0.0129933164465854,0.0182970056911411,0.00900101738782195,0.0161692019279933,0.0143585920683169
2411,2024-09-05,0.00694081568714872,0.0102538282826752,0.0171254953063395,0.00911728182228305,0.00986948480776538,0.0132441294149738,0.0121684061106596,0.021823950002432,0.00846198231917896,0.0123877528150368,0.0128269219492945,0.0140579204458429,0.0163798693900634,0.015798903865482,0.0134934444602155,0.0152559833488571,0.0072036199914742,0.0156436663136465,0.0129953536540943,0.0182578212450579,0.00899743700929899,0.0162136860747034,0.0143619994092478
2412,2024-09-06,0.0070150757355881,0.0100439967874068,0.0170962918099301,0.00911527306051453,0.00981739437646578,0.0130800124614154,0.0120258569195191,0.0219561599053325,0.00848631290804019,0.0124142263043777,0.0128263502227788,0.0140601116405817,0.0167569295615966,0.0158943953669816,0.0134944986167345,0.0151722153818903,0.00730968225697264,0.0157692047073368,0.0129826124450202,0.0184278167318962,0.00903417698584503,0.0158629933223495,0.0145194282700912
2413,2024-09-09,0.00704610582444647,0.0101271731837316,0.0171094493468637,0.00933609957215529,0.0101333696553234,0.0131839731973253,0.0121324667282855,0.0219527017844261,0.00839984307643026,0.0124817013984801,0.013020239988983,0.0150788213195221,0.0167906784173938,0.0159799399653266,0.0134780347529733,0.0152045346866951,0.0073196159612562,0.0157680137209006,0.0129820511594353,0.0184383551932504,0.00932082522959064,0.0160580541713049,0.0145231931715306
2414,2024-09-10,0.00739751578941084,0.0100636442246529,0.0172358470628629,0.00930128809302519,0.0101409164831023,0.0130493663165964,0.0118370079865752,0.0219726590529257,0.00833440426470402,0.0125093053494654,0.0128051874365709,0.0150694599502611,0.0167978581969583,0.0159822019799849,0.0133733873186759,0.0152732453837915,0.00696262967919932,0.0158070651610809,0.0130817340945547,0.0183931333625897,0.00931812541349977,0.0157846929275225,0.0145805071065051
2415,2024-09-11,0.00741211115131216,0.0100418647488096,0.0172532038514231,0.00941799773377357,0.0100523623458727,0.0130148462024263,0.0117665249241255,0.0218504563204919,0.00836498715904687,0.0125289912639717,0.0128455228706455,0.0149999561493641,0.0167259083944049,0.0158766336949256,0.0133308613909984,0.0152743346098674,0.0069105041054024,0.0155933140820167,0.0130495964081172,0.0181550543022139,0.00946782011514366,0.0157907486153468,0.0147114856082533
2416,2024-09-12,0.00743054154788387,0.010462743572481,0.0172589955545943,0.00941112663849205,0.0100143687448797,0.0131818740359768,0.0119464534667696,0.0208695491331998,0.00785269032820479,0.0125337775801665,0.0127298076115444,0.0152302757608542,0.0159376366539286,0.0158738821688682,0.0133783843984484,0.0150945654232897,0.00697381216841021,0.0155711649502645,0.0130466001240643,0.0180921714973353,0.00944158573121145,0.0159430564478437,0.0147265118469616
2417,2024-09-13,0.00804395870054272,0.0106430829339273,0.0171690496146929,0.00939766745375833,0.0100188493365337,0.0136484624678497,0.0120144051462155,0.0208724784637244,0.00786982986037398,0.0125404552735944,0.0127509618437436,0.0152002391225599,0.0158879841914638,0.0155906805470159,0.0133205402647645,0.0150928549870124,0.00711430354956771,0.0155383634776064,0.0129852680867864,0.0181225294498033,0.00944457592125286,0.016116553807842,0.0147414546857987
2418,2024-09-18,0.00807571618747243,0.0108545982444368,0.0171688800906115,0.00994660224878038,0.0100934106978318,0.0136579515218862,0.012145463393338,0.0202829645272661,0.00785718048208186,0.0126674921301084,0.0131589606045662,0.0153743725653367,0.0162766463908484,0.0156496613504255,0.0133978631826777,0.01511120002185,0.00721591502739186,0.015412909508631,0.0130450483405533,0.0181362041743176,0.00947050898368922,0.0161247968777976,0.0146574081172741
2419,2024-09-19,0.00805670809297711,0.0108813518296701,0.0171979551102565,0.0100742999768243,0.0101829977902085,0.0137791820773007,0.0121181844148173,0.0200202460761939,0.00789304026281216,0.0127685939339329,0.0134433941353225,0.0153464577855026,0.0162325477089519,0.0156249667519319,0.0135988924563331,0.0151117680288749,0.00741530072324651,0.0152975098091147,0.0131506243772694,0.0180217396200938,0.00948918771969556,0.0165917847575189,0.0146739042250988
2420,2024-09-20,0.00806399005996089,0.0108293525801013,0.0172961503248233,0.0101106346053747,0.010185003299783,0.0137794829421163,0.0121352073946645,0.0200601730637007,0.00844556547418226,0.0130227288633424,0.0134408508277141,0.0152865053095736,0.0162386218015515,0.0153102013589573,0.0135247343769376,0.0151374446031747,0.00738413847589778,0.0152298877405703,0.0134033542994544,0.0181663384500713,0.00949264796590002,0.0165505797061098,0.0148086351622685
2421,2024-09-23,0.00803835340797609,0.0108236180887909,0.0172783583491956,0.0101519291907453,0.0101915809094163,0.0137676085957949,0.0121509885519684,0.0196818832043334,0.00858566142161424,0.0127100238299465,0.0134467906719529,0.0152447761012709,0.0162263539062582,0.0155050187239092,0.0135492788565864,0.0147354366790355,0.00738990765718839,0.0146015814217984,0.0134661602668433,0.0180769360789815,0.00925273067702539,0.0165856770588283,0.0147592931866392
2422,2024-09-24,0.00809058419962639,0.0114836065199513,0.0177896165608618,0.0101985061095417,0.0103042933162375,0.0147119915862432,0.0131903125446325,0.0194211408997628,0.00851508046820042,0.0128985062760818,0.0136454450183419,0.0155332892947168,0.0169661247588337,0.0155738504752912,0.0141431558197863,0.0147585512525534,0.0074044567504703,0.0147370927883533,0.0143634166327015,0.0186079028908524,0.00928356445167024,0.0189012989789635,0.0154022544619946
2423,2024-09-25,0.00830942819197712,0.011475192096042,0.0176744997966984,0.0102114689361571,0.0102862346249415,0.0147171633682856,0.0132532439669971,0.0194207318859293,0.00852284004830498,0.0127841755188945,0.0136587570897038,0.0156442951505591,0.0169099851975834,0.0157926408126921,0.0141429604137437,0.0145353842080024,0.00723122959964524,0.014299424560803,0.0142425704218444,0.0181342566127927,0.00919542034017276,0.0190360884833796,0.0154019043591491
2424,2024-09-26,0.00839830005840276,0.0125107540330171,0.0180197212365341,0.0108179771805336,0.0109476847498912,0.016889067154227,0.0145388969696012,0.0199153690346932,0.00906040277266799,0.0129324347357158,0.0153494494338952,0.0159941770198963,0.0172358541004335,0.0181045286139217,0.014831470568724,0.0151791477271952,0.00760869764934176,0.0150148010534047,0.0146494554863341,0.0182433687585102,0.00931459134076026,0.0232176398155301,0.015682474955019
2425,2024-09-27,0.0088018311919912,0.0138833176569894,0.018910930373352,0.0108788948522988,0.0115475279491458,0.0180824917812917,0.0161135391556236,0.0199414369054122,0.00985055788328149,0.0136064888536208,0.0155719134408531,0.0166180971768525,0.0184610970026907,0.0184690139269867,0.016602416671847,0.0160124725050198,0.00802400555131647,0.016095944748385,0.0170193526665357,0.0190020563701381,0.0101447304681736,0.0255536370492731,0.0174725728399897
2426,2024-09-30,0.010525969317756,0.0161491173837438,0.0199115802868896,0.0117635220338581,0.014874718339965,0.0201745309397902,0.0181718644079362,0.0224175030770015,0.0116560751470682,0.0155649354495413,0.0183286754745622,0.0187782545218356,0.021390950252228,0.0201628359038888,0.0191583464055322,0.0192108261724839,0.00916292924820322,0.01810024501168,0.020169703116709,0.0206506282301544,0.0150888515550686,0.0278482561287726,0.0187363590800494
2427,2024-10-08,0.0111095658720463,0.0161674108481704,0.0202902185812338,0.0116328733940038,0.0163078946845381,0.0202328559325646,0.0181884640183173,0.0228029338553209,0.0127199100278758,0.0171298676687892,0.0185770191561264,0.0187592406858889,0.023392030593938,0.0195766189859,0.0187307231236891,0.0212145827903294,0.0102374531658309,0.0199252660711634,0.0213917509232464,0.0222710902751994,0.0171798427616019,0.0291399423257332,0.0202241665522394
2428,2024-10-09,0.0152595843231327,0.0183800483135017,0.022161337696798,0.0139322109514572,0.0181830070668844,0.0239212934569787,0.0220415199031408,0.0254551917651752,0.0153894935926727,0.0186240501748962,0.0209024274025285,0.0201278618822987,0.0259873947866506,0.0217721840335409,0.0219112600007924,0.0218336164144358,0.0119831418356777,0.0229777224726741,0.0243290873174994,0.0244971851019061,0.0194676779874946,0.0315906867873,0.025919111241671
2429,2024-10-10,0.015876384473869,0.0184546150147615,0.0221587852078668,0.0140780162200962,0.0181500373054421,0.0239316802722853,0.0220480350905662,0.0254612676849249,0.0154284586092502,0.0186104656824339,0.0210157118326887,0.0200902222458682,0.0260125836765683,0.0217981599897928,0.0220421963979564,0.0220569464162058,0.0119867093653821,0.022853033714352,0.0243242752102576,0.0245738115184184,0.0194143685664536,0.0316113831111548,0.0257627551422834
2430,2024-10-11,0.0164331026078935,0.0184461525255097,0.0224920142745822,0.0141513369569169,0.0191026056164314,0.0243982607315675,0.0222587082522523,0.0258554937388413,0.0160708149832167,0.0195746134804722,0.0214243425117297,0.0203928366987683,0.0266062046090362,0.0220640227295416,0.0224085877735893,0.0226841343251605,0.0122831596726694,0.0234463785280017,0.0249303487846812,0.0247912091905177,0.0198433567591026,0.0317852288817951,0.0269837228630222
2431,2024-10-14,0.0164073261210472,0.0183538622364441,0.022604307101211,0.0141657255918204,0.019164128395915,0.0242108609531482,0.0222019867062628,0.0258315896985617,0.0162368538204035,0.0199120361208551,0.0215502720006998,0.0199281581354572,0.026889308861167,0.0221224586782948,0.0223059657021795,0.0228688345881323,0.0123446161958581,0.0232899113659805,0.0248128180877693,0.0250275569591413,0.0197652791864543,0.0315305711420322,0.0270091402997711
2432,2024-10-15,0.0168889482301758,0.0187083113564543,0.0231023815458962,0.0143865708257536,0.0196250118286709,0.0247608695642144,0.0224029299533253,0.025956221147769,0.0166664295018456,0.0195273760487871,0.021882336043331,0.0203503985028747,0.0267507466800574,0.0223616103591073,0.0226202327628671,0.0225120056914623,0.012428256584788,0.0230515856578238,0.0249185310826183,0.0248948123772199,0.0197086267785885,0.0319403689415106,0.0268087989231616
2433,2024-10-16,0.0168717003360477,0.0187872404843253,0.0232798884585845,0.0144857857607554,0.0198573293146896,0.0248100898811946,0.0225182344602629,0.0258296571931633,0.0167993516084982,0.0196055328309578,0.0219551500035048,0.0205841467860183,0.0269231625483279,0.0223604833383225,0.0226305833838954,0.0224047468991838,0.0124326406249792,0.0231334062047374,0.0249158894914373,0.0249471100778334,0.0197489490714319,0.0319874244161563,0.0269642993960081
2434,2024-10-17,0.0169498966795377,0.0189584629910254,0.0233813711081949,0.0144937412481794,0.0199112951928815,0.0248663076783327,0.0225709356402519,0.025882561158518,0.0169660209136104,0.0196010833248296,0.0218530201049798,0.0205519103639736,0.0269174080670223,0.0223733009263958,0.0225178094058866,0.0222556017798717,0.0127340967899298,0.0231165460421888,0.0247725144826197,0.0247614032622367,0.0197737712218056,0.0321553293979908,0.0268256231427897
2435,2024-10-18,0.0170491007702531,0.0190410110758752,0.0235477159017375,0.0145968738454124,0.0203200930816118,0.0251786793542283,0.0226835909076572,0.0262436694366714,0.0171990039377456,0.0206668096656393,0.0218787656607425,0.0207296401571779,0.0275734961226539,0.0219887947618404,0.0227454595587596,0.0231020320861715,0.0127383512354281,0.0235105454250711,0.0250518274259161,0.0257129791295135,0.0201165871705586,0.0325008592505894,0.0271562291861716
2436,2024-10-21,0.0170368260221306,0.0190646627279736,0.0221524857604889,0.0145837932612486,0.0203093644258751,0.025181704764987,0.0226893675673937,0.0262464763862369,0.017222373605228,0.0208518900588807,0.0217357046121158,0.020434191495149,0.0276315712242081,0.0218700669867543,0.0227369760973105,0.023135160473922,0.0128368444587829,0.0235697799758631,0.0246796298535584,0.0260943236033811,0.0200856218655805,0.0325009438265725,0.027176382139055
